"Season","Name","Team","G","PA","HR","R","RBI","SB","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","Age","H","OPS","Bat","Fld","Pos","WPA","-WPA","playerid"
"1959","Kent Hadley","Athletics","113","318","10","40","39","1",".149",".304",".253",".310",".403",".318","92","-0.5","-3.5","-7.5","-0.2","24","73",".713","-3.0","-3.0","-4.5","","","1005187"
"1958","Felipe Alou","Giants","75","204","4","21","16","4",".137",".290",".253",".325",".390",".318","91","0.1","-2.2","6.7","1.1","23","46",".715","-2.3","9.0","-2.3","","","1000177"
"1977","Skip James","Giants","10","17","0","3","3","0",".067",".333",".267",".353",".333",".318","93","0.0","-0.1","0.7","0.1","27","4",".686","-0.1","1.0","-0.3","0.32","-0.54","1006354"
"1958","Don Hoak","Redlegs","114","466","6","51","50","6",".115",".274",".261",".333",".376",".318","85","-1.7","-10.2","2.4","0.7","30","109",".709","-8.6","1.0","1.4","","","1005866"
"1973","Matty Alou","- - -","134","550","2","60","29","5",".059",".318",".295",".338",".354",".318","100","0.5","0.4","-9.4","1.0","34","150",".693","-0.1","-3.0","-6.4","","","1000179"
"1974","Tommy Davis","Orioles","158","673","11","67","84","6",".088",".297",".289",".325",".377",".318","103","0.6","3.1","-16.7","0.8","35","181",".702","2.5","","-16.7","2.43","-11.70","1003084"
"1968","Allan Lewis","Athletics","26","5","0","9","0","8",".000",".250",".250",".400",".250",".318","115","0.3","0.4","0.0","0.1","26","1",".650","0.1","0.0","0.0","","","1007575"
"1971","Ken McMullen","Angels","160","657","21","63","68","1",".145",".253",".250",".312",".395",".318","103","-0.1","2.1","9.9","3.5","29","148",".707","2.1","6.0","3.9","","","1008650"
"1974","Hal Breeden","Expos","79","215","2","14","20","0",".100",".292",".247",".330",".347",".318","91","-0.3","-2.6","-3.6","0.1","30","47",".678","-2.2","-1.0","-2.6","0.63","-4.16","1001379"
"1978","Bob Bailey","Red Sox","43","116","4","12","9","2",".160",".192",".191",".328",".351",".318","90","0.0","-1.3","-3.7","-0.1","35","18",".679","-1.3","0.0","-3.7","-0.22","-1.85","1000420"
"1981","Bobby Bonds","Cubs","45","190","6","26","19","5",".166",".257",".215",".323",".380",".318","93","-1.2","-2.6","-1.1","0.3","35","35",".703","-1.4","-1.0","-0.1","-0.47","-4.27","1001157"
"1959","Wes Covington","Braves","103","405","7","38","45","0",".118",".297",".279",".329",".397",".318","98","-0.3","-1.1","-16.5","-0.3","27","104",".726","-0.8","-12.0","-4.5","","","1002687"
"1970","Ted Uhlaender","Indians","141","524","11","56","46","3",".123",".272",".268",".321",".391",".318","91","-1.6","-7.5","-11.9","-0.3","29","127",".712","-5.8","-10.0","-1.9","","","1013264"
"1981","Mark Wagner","Rangers","50","95","1","15","14","1",".106",".296",".259",".323",".365",".318","103","-0.2","0.2","2.4","0.6","27","22",".687","0.3","1.0","1.4","0.88","-1.61","1013488"
"1967","Dick Tracewski","Tigers","74","118","1","19","9","1",".103",".330",".280",".325",".383",".318","106","-0.1","0.6","4.4","0.9","32","30",".708","0.7","3.0","1.4","","","1013151"
"1985","Alex Trevino","Giants","57","179","6","17","19","0",".191",".219",".217",".303",".408",".318","103","0.0","0.5","-3.1","0.4","27","34",".711","0.6","-6.0","2.9","0.62","-2.97","1013180"
"1973","Dave Augustine","Pirates","11","7","0","1","0","0",".143",".333",".286",".286",".429",".318","98","0.0","0.0","-1.1","-0.1","23","2",".714","0.0","-1.0","-0.1","","","1000363"
"1959","Roberto Clemente","Pirates","105","456","4","60","50","2",".100",".326",".296",".322",".396",".318","92","-0.6","-5.0","8.1","1.9","24","128",".718","-4.3","13.0","-4.9","","","1002340"
"1983","Cecil Espy","Dodgers","20","12","0","4","1","0",".091",".333",".273",".333",".364",".318","100","0.0","0.0","1.0","0.1","20","3",".697","0.0","1.0","0.0","0.02","-0.11","1003832"
"1977","Dave Chalk","Angels","149","591","3","58","45","12",".077",".311",".277",".345",".355",".318","99","-0.4","-1.2","0.7","2.0","26","144",".700","-0.8","-3.0","3.7","-0.65","-10.51","1002114"
"1983","Glenn Wilson","Tigers","144","533","11","55","65","1",".139",".299",".268",".306",".408",".318","96","-0.3","-3.0","2.3","1.7","24","135",".713","-2.7","8.0","-5.7","-0.44","-9.15","1014081"
"1968","Ron Hunt","Giants","148","650","2","79","28","6",".047",".266",".250",".371",".297",".318","113","-0.7","7.4","1.5","3.7","27","132",".667","8.1","-2.0","3.5","","","1006212"
"1973","Toby Harrah","Rangers","118","519","10","64","50","10",".104",".272",".260",".328",".364",".318","98","1.1","-0.3","2.3","2.1","24","120",".693","-1.4","-3.0","5.3","","","1005384"
"1974","Vic Correll","Braves","73","231","4","20","29","0",".144",".270",".238",".317",".381",".318","89","0.0","-2.9","-1.6","0.3","28","48",".699","-2.9","-5.0","3.4","0.82","-3.80","1002639"
"1970","Rich Reese","Twins","153","564","10","63","56","5",".110",".285",".261",".332",".371",".318","92","-0.4","-5.6","-7.1","0.5","28","131",".703","-5.2","1.0","-8.1","","","1010778"
"1964","Don Zimmer","Senators","121","370","12","38","38","1",".164",".306",".246",".302",".411",".318","98","-0.8","-1.7","3.6","1.3","33","84",".712","-0.8","2.0","1.6","","","1014442"
"1963","Smoky Burgess","Pirates","91","293","6","20","37","0",".114",".274",".280",".338",".394",".318","106","-0.3","1.7","4.9","1.8","36","74",".732","2.0","1.0","3.9","","","1001665"
"1975","Ed Kirkpatrick","Pirates","89","164","5","15","16","1",".139",".246",".236",".319",".375",".318","95","0.2","-0.6","1.5","0.6","30","34",".694","-0.9","3.0","-1.5","-0.49","-3.32","1006969"
"1981","Garry Templeton","Cardinals","80","350","1","47","33","8",".105",".341",".288",".315",".393",".318","97","-2.8","-4.2","13.1","2.1","25","96",".709","-1.3","9.0","4.1","-0.15","-6.08","1012909"
"1980","Rollie Fingers","Padres","66","19","0","0","0","0",".167",".385",".278",".278",".444",".317","104","0.0","0.1","1.5","0.2","33","5",".722","0.1","0.0","1.5","0.05","-0.23","1004051"
"1983","Dick Schofield","Angels","21","62","3","4","4","0",".204",".186",".204",".295",".407",".317","95","0.0","-0.4","-3.9","-0.2","20","11",".702","-0.4","-5.0","1.1","-0.66","-1.22","1011602"
"1983","Rafael Ramirez","Braves","152","668","7","82","58","16",".071",".313",".297",".337",".368",".317","91","-1.7","-8.3","6.2","2.0","25","185",".705","-6.6","-2.0","8.2","0.26","-12.13","1010673"
"1986","Jody Davis","Cubs","148","581","21","61","74","0",".178",".274",".250",".300",".428",".317","90","-0.4","-7.2","29.6","4.2","29","132",".728","-6.8","21.0","8.6","-0.20","-11.54","1003060"
"1970","Dave Marshall","Mets","92","207","6","21","29","4",".159",".284",".243",".304",".402",".317","91","0.5","-1.7","-2.9","0.3","27","46",".706","-2.2","-1.0","-1.9","","","1008136"
"1962","Marv Throneberry","- - -","125","409","16","30","49","1",".178",".268",".238",".306",".415",".317","87","-1.0","-7.6","-8.4","-0.2","28","87",".722","-6.6","-3.0","-5.4","","","1013047"
"1983","Alan Wiggins","Padres","144","585","0","83","22","66",".048",".302",".276",".360",".324",".317","100","7.9","7.8","8.3","3.6","25","139",".684","-0.1","13.0","-4.7","1.69","-10.66","1013931"
"1967","Hawk Taylor","- - -","36","95","1","8","7","0",".101",".333",".281",".326",".382",".317","109","0.0","0.8","3.4","0.8","28","25",".708","0.8","2.0","1.4","","","1012876"
"1960","Jerry Casale","Red Sox","29","36","0","4","4","0",".091",".375",".273",".333",".364",".317","87","0.0","-0.5","2.6","0.3","26","9",".697","-0.6","0.0","2.6","","","1002029"
"1981","Lance Parrish","Tigers","96","384","10","39","46","2",".149",".261",".244",".311",".394",".317","101","-0.7","-0.4","8.7","2.2","25","85",".704","0.3","4.0","4.7","-0.10","-7.83","1010021"
"1979","Merv Rettenmund","Angels","35","90","1","7","10","1",".066",".306",".263",".360",".329",".317","94","0.2","-0.5","-4.1","-0.2","36","20",".688","-0.7","-2.0","-2.1","0.57","-1.49","1010846"
"1971","Mike Hegan","- - -","111","215","4","24","14","2",".119",".254",".226",".340",".345",".317","100","0.1","0.1","-1.3","0.6","28","40",".684","0.0","2.0","-3.3","","","1005583"
"1975","Paul Dade","Angels","11","36","0","5","1","0",".133",".261",".200",".333",".333",".317","101","0.0","0.0","-0.9","0.0","23","6",".667","0.0","0.0","-0.9","-0.48","-0.87","1002920"
"1982","Tom Veryzer","Mets","40","58","0","6","4","1",".037",".353",".333",".362",".370",".317","100","0.2","0.2","-5.1","-0.3","29","18",".732","0.0","-6.0","0.9","-0.02","-0.72","1013418"
"1984","Barry Bonnell","Mariners","110","395","8","42","48","5",".129",".289",".264",".315",".394",".317","93","0.2","-3.0","-9.9","0.0","30","96",".709","-3.2","-6.0","-3.9","0.46","-7.59","1001171"
"1976","Dave Cash","Phillies","160","727","1","92","56","10",".062",".287",".284",".337",".345",".317","94","-2.7","-7.8","3.8","2.1","28","189",".683","-5.1","0.0","3.8","0.01","-11.71","1002041"
"1964","Ed Bailey","Braves","95","309","5","30","34","2",".100",".287",".262",".343",".362",".317","103","0.5","1.6","0.3","1.4","33","71",".705","1.1","-4.0","4.3","","","1000421"
"1985","Jerry Mumphrey","Astros","130","488","8","52","61","6",".119",".299",".277",".329",".396",".317","105","-1.7","1.2","-6.7","1.1","32","123",".725","2.9","-4.0","-2.7","1.05","-8.54","1009314"
"1970","Ron Stone","Phillies","123","366","3","30","39","5",".097",".292",".262",".338",".358",".317","90","-1.3","-5.8","-8.1","-0.1","27","84",".696","-4.5","-4.0","-4.1","","","1012572"
"1977","Warren Cromartie","Expos","155","662","5","64","50","10",".113",".294",".282",".321",".395",".317","93","1.2","-4.3","-1.5","1.6","23","175",".716","-5.5","6.0","-7.5","-0.84","-11.84","1002786"
"1968","Norm Miller","Astros","79","294","6","35","28","6",".156",".264",".237",".304",".393",".317","113","-0.4","3.3","-9.6","0.5","22","61",".697","3.7","-6.0","-3.6","","","1008916"
"1983","Dave Hostetler","Rangers","94","353","11","31","46","0",".151",".292",".220",".323",".372",".317","96","-0.8","-2.7","-9.6","-0.1","27","67",".695","-1.8","0.0","-9.6","-0.46","-7.23","1006044"
"1959","Bobby Richardson","Yankees","134","508","2","53","33","5",".077",".309",".301",".335",".377",".317","100","-0.8","-1.0","3.0","1.7","23","141",".713","-0.2","-1.0","4.0","","","1010903"
"1965","Hector Lopez","Yankees","111","317","7","25","39","0",".131",".306",".261",".322",".392",".317","104","0.0","1.5","-14.6","-0.3","35","74",".714","1.5","-11.0","-3.6","","","1007755"
"1986","Ben Oglivie","Brewers","103","384","5","31","53","1",".107",".295",".283",".334",".390",".317","92","-0.6","-4.1","-4.5","0.4","37","98",".724","-3.5","2.0","-6.5","0.05","-6.82","1009746"
"1962","Chico Fernandez","Tigers","141","560","20","64","59","10",".161",".252",".249",".305",".410",".317","90","0.8","-6.4","3.1","1.3","30","125",".714","-7.2","-5.0","8.1","","","1003994"
"1979","Ramon Aviles","Phillies","27","73","0","7","12","0",".033",".321",".279",".371",".311",".317","91","0.0","-0.7","-1.5","0.0","27","17",".683","-0.7","-2.0","0.5","0.00","-1.10","1000381"
"1962","Don Leppert","Pirates","45","154","3","14","18","0",".122",".293",".266",".327",".388",".317","91","-0.4","-2.1","1.4","0.5","30","37",".715","-1.7","-1.0","2.4","","","1007548"
"1978","Jerry Grote","Dodgers","41","83","0","5","9","0",".071",".284",".271",".354",".343",".317","99","0.0","-0.1","-2.8","0.0","35","19",".697","-0.1","-4.0","1.2","0.16","-1.14","1005092"
"1968","Lee Maye","Indians","109","316","4","20","26","0",".097",".294",".281",".316",".378",".317","109","0.0","2.9","-1.5","1.1","33","84",".694","2.9","2.0","-3.5","","","1008294"
"1971","Jeff Burroughs","Senators","59","204","5","20","25","1",".133",".306",".232",".319",".365",".317","101","0.2","0.4","-6.2","0.1","20","42",".683","0.1","-4.0","-2.2","","","1001731"
"1974","Ed Goodson","Giants","98","320","6","25","48","1",".111",".278",".272",".320",".383",".317","91","0.3","-3.0","-3.7","0.4","26","81",".702","-3.3","0.0","-3.7","0.37","-6.32","1004860"
"1970","Tony Gonzalez","- - -","149","584","8","66","67","6",".092",".291",".272",".342",".364",".317","89","-1.4","-9.5","-15.7","-0.5","33","142",".706","-8.1","-14.0","-1.7","","","1004845"
"1962","Dick Bertell","Cubs","77","235","2","19","18","0",".074",".342",".302",".343",".377",".317","87","-0.4","-4.3","0.7","0.5","26","65",".720","-3.9","-3.0","3.7","","","1000913"
"1980","Jerry Remy","Red Sox","63","249","0","24","9","14",".048",".330",".313",".339",".361",".317","88","0.4","-3.2","1.6","0.7","27","72",".700","-3.6","0.0","1.6","-0.97","-4.53","1010828"
"1979","Roy Howell","Blue Jays","138","563","15","60","72","1",".159",".272",".247",".310",".405",".317","88","-1.3","-9.8","10.7","2.0","25","126",".715","-8.5","8.0","2.7","-1.00","-10.90","1006104"
"1970","John Ellis","Yankees","78","249","7","24","29","0",".155",".280",".248",".305",".403",".317","99","-0.3","-0.7","-2.5","0.5","21","56",".708","-0.3","0.0","-2.5","","","1003750"
"1967","Dick Simpson","Reds","44","62","1","8","6","0",".111",".302",".259",".339",".370",".317","97","-0.3","-0.5","-0.7","0.1","23","14",".709","-0.2","0.0","-0.7","","","1011993"
"1977","Rawly Eastwick","- - -","64","14","0","0","1","0",".000",".600",".273",".385",".273",".317","83","0.0","-0.3","1.1","0.1","26","3",".657","-0.3","0.0","1.1","-0.01","-0.11","1003648"
"1958","Jim Gilliam","Dodgers","147","636","2","81","43","18",".074",".269",".261",".352",".335",".317","84","-0.3","-12.7","3.9","1.1","29","145",".687","-12.4","6.0","-2.1","","","1004724"
"1960","Billy Klaus","Orioles","46","53","1","8","6","0",".116",".242",".209",".346",".326",".317","96","0.0","-0.3","2.6","0.4","31","9",".672","-0.3","2.0","0.6","","","1006986"
"1964","Bill Pleis","Twins","47","6","0","2","0","0",".000",".500",".250",".400",".250",".317","96","0.0","0.0","0.5","0.1","26","1",".650","0.0","0.0","0.5","","","1010393"
"1958","Don Blasingame","Cardinals","143","608","2","71","36","20",".082",".297",".274",".343",".356",".317","86","2.4","-8.4","-2.0","0.9","26","150",".700","-10.9","-6.0","4.0","","","1001056"
"1962","Carl Willey","Braves","30","13","0","0","0","0",".091",".600",".273",".333",".364",".317","94","0.0","-0.1","1.1","0.1","31","3",".697","-0.1","0.0","1.1","","","1013965"
"1977","Derrel Thomas","Giants","148","568","8","75","44","15",".113",".294",".267",".328",".379",".317","93","-1.8","-6.8","2.8","1.5","26","135",".707","-5.0","2.0","0.8","-1.22","-10.98","1012971"
"1960","Tony Curry","Phillies","95","264","6","26","34","0",".147",".310",".261",".308",".408",".317","95","-0.7","-2.4","-15.8","-1.0","22","64",".716","-1.7","-13.0","-2.8","","","1002896"
"1965","Clete Boyer","Yankees","148","561","18","69","58","4",".173",".264",".251",".304",".424",".317","104","0.4","3.0","11.5","3.3","28","129",".728","2.5","8.0","3.5","","","1001282"
"1964","Earl Robinson","Orioles","37","131","3","11","10","1",".132",".316",".273",".310",".405",".317","101","-0.5","-0.4","3.3","0.7","27","33",".715","0.1","4.0","-0.7","","","1011062"
"1963","Stan Musial","Cardinals","124","379","12","34","58","2",".148",".258",".255",".325",".404",".317","98","0.5","-0.5","-0.9","1.2","42","86",".728","-1.0","3.0","-3.9","","","1009405"
"1964","Marty Keough","Reds","109","299","9","29","28","1",".138",".297",".257",".314",".395",".317","97","-0.5","-1.3","-2.2","0.7","29","71",".709","-0.9","1.0","-3.2","","","1006857"
"1962","Roy McMillan","Braves","137","544","12","66","41","2",".105",".254",".246",".336",".350",".317","94","-0.3","-4.5","12.6","2.7","32","115",".687","-4.1","5.0","7.6","","","1008643"
"1968","Andy Etchebarren","Orioles","74","214","5","20","20","0",".159",".281",".233",".311",".392",".317","112","0.0","2.6","6.5","1.7","25","44",".703","2.6","3.0","3.5","","","1003845"
"1978","Skip Lockwood","Mets","57","13","1","1","1","0",".364",".200",".182",".182",".545",".317","101","0.0","0.0","1.0","0.2","31","2",".727","0.0","0.0","1.0","-0.04","-0.09","1007696"
"1972","Joe Pepitone","Cubs","66","233","8","23","21","1",".136",".257",".262",".309",".397",".317","90","-0.5","-3.0","-3.3","0.1","31","56",".706","-2.6","0.0","-3.3","","","1010167"
"1967","Ron Davis","Astros","94","306","7","31","38","5",".147",".287",".256",".303",".404",".317","106","0.1","2.0","-0.5","1.3","25","73",".706","1.9","3.0","-3.5","","","1003074"
"1985","Milt Thompson","Braves","73","193","0","17","6","9",".060",".377",".302",".339",".363",".317","93","0.1","-1.4","1.4","0.6","26","55",".701","-1.5","3.0","-1.6","0.11","-3.65","1013021"
"1977","Steve Staggs","Blue Jays","72","331","2","37","28","5",".100",".289",".258",".338",".357",".317","90","-2.4","-6.2","-7.3","-0.2","26","75",".696","-3.8","-9.0","1.7","-0.03","-5.90","1012380"
"1957","Reno Bertoia","Tigers","97","324","4","28","28","2",".108",".309",".275",".326",".383",".317","92","-0.6","-3.8","-4.9","0.1","22","81",".709","-3.2","-6.0","1.1","","","1000917"
"1982","Ron Roenicke","Dodgers","109","170","1","18","12","5",".077",".324",".259",".359",".336",".317","102","1.0","1.3","-3.0","0.4","25","37",".695","0.3","-2.0","-1.0","0.36","-3.42","1011121"
"1967","Frank Coggins","Senators","19","78","1","9","8","1",".080",".379",".307",".321",".387",".317","109","0.2","1.0","0.5","0.4","23","23",".707","0.8","0.0","0.5","","","1002396"
"1985","Steve Engel","Cubs","11","19","1","1","4","0",".188",".250",".188",".316",".375",".317","93","0.0","-0.2","1.7","0.2","23","3",".691","-0.2","0.0","1.7","0.10","-0.27","1003778"
"1986","Donnie Hill","Athletics","108","366","4","37","29","5",".094",".310",".283",".329",".378",".317","99","0.2","-0.2","2.5","1.5","25","96",".706","-0.4","1.0","1.5","-1.19","-6.79","1005811"
"1962","Dom Zanni","White Sox","44","23","0","2","3","1",".000",".333",".278",".381",".278",".317","92","0.2","0.0","1.9","0.3","30","5",".659","-0.2","0.0","1.9","","","1014417"
"1965","Tom Haller","Giants","134","486","16","40","49","0",".137",".263",".251",".335",".389",".317","101","0.0","0.4","7.6","2.6","28","106",".724","0.4","0.0","7.6","","","1005244"
"1983","Dave Parker","Pirates","144","586","12","68","69","12",".132",".311",".279",".311",".411",".317","95","-1.2","-4.5","-12.3","0.2","32","154",".722","-3.2","-6.0","-6.3","-0.73","-11.18","1010000"
