"Season","Name","Team","G","PA","HR","RBI","SB","AVG","OBP","SLG","wOBA","wRC+","BsR","WAR","Age","H","HR","BB","IBB","HBP","SF","SH","OPS","Bat","Fld","-WPA","+WPA","Clutch","AB","playerid"
"1977","Dave Goltz","Twins","41","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","28","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1004818"
"1977","Gary Gray","Rangers","1","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.5","0.0","0.00","0.00","-0.03","2","1004970"
"1977","Brian Greer","Padres","1","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","18","0","0","0","0","0","0","0",".000","-0.3","","0.00","0.00","0.00","1","1005016"
"1977","Doug Griffin","Red Sox","5","6","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","30","0","0","0","0","0","0","0",".000","-1.6","0.0","-0.33","0.00","0.00","6","1005040"
"1977","Ron Guidry","Yankees","36","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","26","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1005124"
"1977","Moose Haas","Brewers","34","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","21","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1005172"
"1977","Steve Hargan","Braves","16","6","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","34","0","0","0","0","0","0","0",".000","-1.6","0.0","-0.09","0.00","0.00","6","1005356"
"1977","Tom Heintzelman","Giants","2","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","30","0","0","0","0","0","0","0",".000","-0.5","","-0.03","0.00","0.00","2","1005597"
"1977","Joe Henderson","Reds","7","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","30","0","0","0","0","0","0","0",".000","-0.3","0.0","0.00","0.00","0.00","1","1005633"
"1977","Enzo Hernandez","Padres","7","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","28","0","0","0","0","0","0","1",".000","-1.0","0.0","-0.08","0.00","0.01","3","1005700"
"1977","Ramon Hernandez","Cubs","6","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","36","0","0","0","0","0","0","0",".000","-0.3","0.0","0.00","0.00","","1","1005710"
"1977","Fred Holdsworth","Expos","14","10","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","25","0","0","0","0","0","0","0",".000","-2.6","0.0","-0.24","0.00","0.00","10","1005944"
"1977","Don Hood","Indians","42","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","27","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1005994"
"1977","Al Hrabosky","Cardinals","65","8","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","27","0","0","0","0","0","0","0",".000","-2.1","0.0","-0.10","0.00","-0.04","8","1006116"
"1977","Randy Hundley","Cubs","2","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","35","0","0","0","0","0","0","0",".000","-1.1","0.0","-0.11","0.00","0.00","4","1006189"
"1977","Roy Lee Jackson","Mets","4","7","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","23","0","0","0","0","0","0","1",".000","-1.8","0.0","-0.16","0.00","0.00","6","1006311"
"1977","Tim Jones","Pirates","3","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.05","0.00","0.00","2","1006597"
"1977","Matt Keough","Athletics","8","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","21","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1006858"
"1977","Joe Kerrigan","Expos","66","10","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","23","0","0","0","0","0","0","2",".000","-2.6","0.0","-0.16","0.00","0.05","8","1006873"
"1977","Larry Landreth","Expos","4","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","22","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.08","0.00","0.00","2","1007304"
"1977","Gary Lavelle","Giants","73","14","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","28","0","0","0","0","0","0","0",".000","-3.7","0.0","-0.23","0.00","0.00","14","1007389"
"1977","Dennis Lewallyn","Dodgers","5","7","0","1","0",".000",".000",".000",".000","-100","0.0","-0.1","23","0","0","0","0","0","0","0",".000","-1.8","0.0","-0.05","0.02","0.04","7","1007572"
"1977","Mark Littell","Royals","48","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.16","0.00","0.00","1","1007657"
"1977","Larry McCall","Yankees","3","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","24","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1008358"
"1977","Joey McLaughlin","Braves","3","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","20","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.02","0.00","0.00","1","1008614"
"1977","Tom McMillan","Mariners","2","5","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","25","0","0","0","0","0","0","0",".000","-1.3","0.0","-0.16","0.00","-0.04","5","1008645"
"1977","Doc Medich","Mets","1","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","28","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.02","0.00","0.00","2","1008714"
"1977","Butch Metzger","- - -","75","9","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","25","0","0","0","0","0","0","2",".000","-2.3","0.0","-0.09","0.03","0.16","7","1008811"
"1977","Randy Moffitt","Giants","64","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","28","0","0","0","0","0","0","1",".000","-1.0","0.0","-0.06","0.00","0.08","3","1009027"
"1977","Mike Norris","Athletics","17","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","22","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.04","0.00","0.00","1","1009637"
"1977","Nyls Nyman","White Sox","1","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","0",".000","-0.3","","-0.07","0.00","0.00","1","1009671"
"1977","Gene Pentz","Astros","41","13","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","24","0","0","0","0","0","0","0",".000","-3.3","0.0","-0.17","0.00","-0.03","13","1010165"
"1977","Mike Potter","Cardinals","5","7","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","26","0","0","0","0","0","0","0",".000","-1.8","0.0","-0.20","0.00","0.01","7","1010470"
"1977","Lance Rautzhan","Dodgers","25","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.05","0.00","0.00","1","1010718"
"1977","Paul Reuschel","Cubs","69","12","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","30","0","0","0","0","0","0","1",".000","-3.3","0.0","-0.28","0.00","0.02","11","1010851"
"1977","Phil Roof","Blue Jays","3","5","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","36","0","0","0","0","0","0","0",".000","-1.3","0.0","-0.22","0.00","-0.01","5","1011182"
"1977","Manny Sarmiento","Reds","24","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","21","0","0","0","0","0","0","1",".000","-0.5","0.0","0.00","0.00","-0.03","1","1011450"
"1977","Paul Siebert","Mets","25","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.06","0.00","0.00","1","1011950"
"1977","Mike Squires","White Sox","3","3","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","25","0","0","0","0","0","0","0",".000","-0.8","0.0","-0.18","0.00","0.01","3","1012371"
"1977","John Sutton","Cardinals","14","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.01","0.00","0.00","1","1012747"
"1977","John Tamargo","Cardinals","4","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","25","0","0","0","0","0","0","0",".000","-1.1","0.0","-0.07","0.00","0.00","4","1012816"
"1977","Jeff Terpko","Expos","13","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","26","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.02","0.00","0.00","1","1012921"
"1977","Duane Theiss","Braves","17","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","1",".000","-0.5","0.0","-0.02","0.00","-0.01","1","1012947"
"1977","Jim Todd","Cubs","20","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","29","0","0","0","0","0","0","1",".000","-0.5","0.0","0.00","0.00","0.03","1","1013097"
"1977","John Vukovich","Phillies","2","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","29","0","0","0","0","0","0","0",".000","-0.5","","-0.05","0.00","0.00","2","1013463"
"1977","Tom Walker","Expos","11","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","28","0","0","0","0","0","0","2",".000","-1.0","0.0","-0.05","0.00","0.03","2","1013536"
"1977","Stan Wall","Dodgers","25","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","26","0","0","0","0","0","0","1",".000","-0.5","0.0","0.00","0.00","0.01","1","1013564"
"1977","Ed Whitson","Pirates","5","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","22","0","0","0","0","0","0","0",".000","-1.1","0.0","-0.11","0.00","0.00","4","1013911"
"1978","Matt Alexander","Pirates","7","0","0","0","4",".000",".000",".000",".000","","0.4","0.0","31","0","0","0","0","0","0","0",".000","0.0","","-0.08","0.37","0.00","0","1000126"
"1978","Randy Bass","Royals","2","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.5","","-0.04","0.00","0.00","2","1000648"
"1978","Juan Berenguer","Mets","5","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","0",".000","-0.7","0.0","-0.05","0.00","0.00","3","1000865"
"1978","Doug Capilla","Reds","7","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","26","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.06","0.00","0.00","2","1001926"
"1978","Bobby Castillo","Dodgers","18","7","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","23","0","0","0","0","0","0","0",".000","-1.7","0.0","-0.12","0.00","0.00","7","1002057"
"1978","David Clyde","Indians","29","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","23","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1002367"
"1978","Mardie Cornejo","Mets","25","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","26","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1002633"
"1978","John Curtis","Giants","46","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","30","0","0","0","0","0","0","1",".000","-0.7","0.0","-0.06","0.00","0.01","2","1002905"
"1978","Mike Dimmel","Orioles","8","0","0","0","0",".000",".000",".000",".000","","-0.4","0.0","23","0","0","0","0","0","0","0",".000","0.0","0.0","-0.12","0.00","0.00","0","1003314"
"1978","Rob Dressler","Cardinals","3","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","24","0","0","0","0","0","0","1",".000","-1.0","0.0","-0.11","0.00","0.00","3","1003495"
"1978","Rawly Eastwick","Phillies","22","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","27","0","0","0","0","0","0","0",".000","-0.7","0.0","-0.08","0.00","0.00","3","1003648"
"1978","Dave Freisleben","Padres","12","7","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","26","0","0","0","0","0","0","1",".000","-1.6","0.0","-0.15","0.00","0.01","6","1004333"
"1978","Art Gardner","Giants","7","3","0","0","0",".000",".000",".000",".000","-100","-0.4","-0.1","25","0","0","0","0","0","0","0",".000","-0.7","","-0.09","0.17","0.05","3","1004518"
"1978","Mike Garman","Expos","47","5","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","28","0","0","0","0","0","0","0",".000","-1.2","0.0","-0.05","0.00","0.00","5","1004539"
"1978","Jim Gaudet","Royals","3","8","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","23","0","0","0","0","0","0","0",".000","-1.9","0.0","-0.11","0.04","-0.05","8","1004575"
"1978","Dave Geisel","Cubs","18","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","0",".000","-0.8","0.0","-0.08","0.00","0.00","3","1004603"
"1978","Mike Grace","Reds","5","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","22","0","0","0","0","0","0","0",".000","-0.7","1.0","-0.08","0.00","-0.01","3","1004914"
"1978","Ron Guidry","Yankees","37","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","27","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1005124"
"1978","Brad Gulden","Dodgers","3","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","22","0","0","0","0","0","0","0",".000","-1.0","0.0","-0.18","0.00","0.00","4","1005133"
"1978","Dave Hamilton","- - -","29","7","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","30","0","0","0","0","0","0","0",".000","-1.7","0.0","-0.05","0.00","0.00","7","1005271"
"1978","Fran Healy","Yankees","1","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","31","0","0","0","0","0","0","0",".000","-0.2","0.0","0.00","0.00","0.00","1","1005546"
"1978","Enzo Hernandez","Dodgers","4","3","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","29","0","0","0","0","0","0","0",".000","-0.7","0.0","-0.05","0.00","-0.03","3","1005700"
"1978","Willie Hernandez","Cubs","55","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.02","0.00","0.00","1","1005714"
"1978","John Henry Johnson","Athletics","34","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","21","0","0","0","0","0","0","0",".000","0.0","0.0","0.00","0.04","0.00","0","1006472"
"1978","Odell Jones","Pirates","3","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","25","0","0","0","0","0","0","0",".000","-0.2","0.0","-0.02","0.00","0.00","1","1006579"
"1978","Matt Keough","Athletics","33","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","22","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1006858"
"1978","Jim Kern","Indians","58","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","29","0","0","0","0","0","0","0",".000","-0.2","0.0","-0.01","0.00","0.00","1","1006868"
"1978","Dennis Kinney","Padres","7","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","26","0","0","0","0","0","0","0",".000","-0.2","0.0","0.00","0.00","0.00","1","1006946"
"1978","Don Kirkwood","Blue Jays","17","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","28","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1006972"
"1978","Frank LaCorte","Braves","2","5","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","26","0","0","0","0","0","0","1",".000","-1.3","0.0","-0.10","0.00","0.01","4","1007239"
"1978","Rick Langford","Athletics","40","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","26","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1007319"
"1978","Mark Lee","Padres","56","6","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","25","0","0","0","0","0","0","1",".000","-1.4","0.0","-0.06","0.00","-0.01","5","1007459"
"1978","Max Leon","Braves","6","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","28","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1007542"
"1978","Larry Lintz","Indians","3","0","0","0","1",".000",".000",".000",".000","","-0.6","-0.1","28","0","0","0","0","0","0","0",".000","0.0","","-0.26","0.08","0.01","0","1007641"
"1978","Dennis Littlejohn","Giants","2","0","0","0","0",".000",".000",".000",".000","","0.0","-0.1","23","0","0","0","0","0","0","0",".000","0.0","-1.0","","","","0","1007660"
"1978","Mickey Lolich","Padres","20","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","37","0","0","0","0","0","0","0",".000","-0.7","0.0","-0.03","0.00","-0.02","3","1007712"
"1978","Greg Mahlberg","Rangers","1","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","25","0","0","0","0","0","0","0",".000","-0.2","0.0","-0.01","0.00","0.00","1","1007986"
"1978","Tippy Martinez","Orioles","43","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","28","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1008200"
"1978","Tug McGraw","Phillies","55","6","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","33","0","0","0","0","0","0","2",".000","-1.5","0.0","-0.15","0.00","-0.02","4","1008545"
"1978","Bo McLaughlin","Astros","12","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.7","0.0","-0.07","0.00","0.00","3","1008608"
"1978","Randy Miller","Expos","5","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","25","0","0","0","0","0","0","0",".000","-0.2","0.0","-0.01","0.00","0.00","1","1008926"
"1978","Greg Minton","Giants","11","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","26","0","0","0","0","0","0","0",".000","-0.2","0.0","0.00","0.00","0.00","1","1008986"
"1978","Keith Moreland","Phillies","1","2","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","24","0","0","0","0","0","0","0",".000","-0.5","-1.0","-0.08","0.00","0.00","2","1009161"
"1978","Steve Mura","Padres","5","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","0",".000","-0.2","0.0","0.00","0.05","0.00","1","1009337"
"1978","Bob Myrick","Mets","17","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","25","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.05","0.00","0.00","2","1009430"
"1978","Philip Nastu","Giants","3","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","0",".000","-0.2","0.0","-0.01","0.00","0.00","1","1009460"
"1978","Dan O'Brien","Cardinals","7","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","24","0","0","0","0","0","0","1",".000","-1.0","0.0","-0.26","0.00","-0.01","3","1009688"
"1978","Karl Pagel","Cubs","2","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","0",".000","-0.5","","-0.18","0.00","0.00","2","1009952"
"1978","David Palmer","Expos","5","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","20","0","0","0","0","0","0","0",".000","-0.2","0.0","-0.02","0.00","0.00","1","1009970"
"1978","Gene Pentz","Astros","10","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","25","0","0","0","0","0","0","0",".000","-0.2","0.0","-0.01","0.00","0.00","1","1010165"
"1978","Marty Perez","Athletics","16","13","0","0","0",".000",".000",".000",".000","-100","0.0","-0.3","31","0","0","0","0","0","0","1",".000","-3.1","0.0","-0.31","0.00","0.01","12","1010182"
"1978","Horacio Pina","Phillies","2","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","33","0","0","0","0","0","0","0",".000","-0.2","0.0","-0.03","0.00","0.00","1","1010354"
"1978","Bobby Ramos","Expos","2","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","22","0","0","0","0","0","0","0",".000","-1.0","0.0","-0.16","0.00","-0.04","4","1010675"
"1978","Lance Rautzhan","Dodgers","43","6","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","25","0","0","0","0","0","0","2",".000","-1.4","0.0","-0.10","0.00","-0.01","4","1010718"
"1978","Shane Rawley","Mariners","53","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","22","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1010719"
"1978","Paul Reuschel","Cubs","16","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","31","0","0","0","0","0","0","0",".000","-1.0","0.0","-0.07","0.00","0.00","4","1010851"
"1978","Ron Schueler","White Sox","31","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","30","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1011622"
"1978","Dennis Sherrill","Yankees","2","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","22","0","0","0","0","0","0","0",".000","-0.2","0.0","0.00","0.00","","1","1011881"
"1978","Paul Siebert","Mets","27","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","25","0","0","0","0","0","0","0",".000","-0.2","0.0","0.00","0.00","0.00","1","1011950"
"1978","Hank Small","Braves","1","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","24","0","0","0","0","0","0","0",".000","-1.0","0.0","-0.12","0.00","0.00","4","1012074"
"1978","Mario Soto","Reds","5","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","21","0","0","0","0","0","0","1",".000","-0.7","0.0","-0.07","0.00","0.00","2","1012289"
"1978","Duane Theiss","Braves","3","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.02","0.00","0.00","1","1012947"
"1978","Rick Waits","Indians","35","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","26","0","0","0","0","0","0","0",".000","0.0","0.0","","","","0","1013494"
"1978","Dan Warthen","Astros","5","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","25","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.13","0.00","0.00","2","1013644"
"1978","La Rue Washington","Rangers","3","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.7","1.0","-0.08","0.00","0.00","3","1013657"
"1978","Dave Wehrmeister","Padres","4","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","25","0","0","0","0","0","0","1",".000","-0.2","0.0","-0.02","0.00","0.00","0","1013731"
"1978","Mark Wiley","Padres","4","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","30","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.04","0.00","0.00","2","1013942"
"1978","Charlie Williams","Giants","25","5","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","30","0","0","0","0","0","0","0",".000","-1.2","0.0","-0.08","0.00","0.00","5","1013980"
"1978","Rick Williams","Astros","17","5","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","25","0","0","0","0","0","0","0",".000","-1.2","0.0","-0.13","0.00","0.00","5","1014035"
"1978","Oscar Zamora","Astros","10","2","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","33","0","0","0","0","0","0","0",".000","-0.5","0.0","-0.02","0.00","0.00","2","1014416"
"1978","George Zeber","Yankees","3","6","0","0","0",".000",".000",".000",".000","-100","0.0","-0.3","27","0","0","0","0","0","0","0",".000","-1.4","-2.0","-0.14","0.00","0.01","6","1014427"
"1979","Jesse Orosco","Mets","18","7","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","22","0","0","0","0","0","0","1",".000","-1.8","0.0","-0.23","0.00","0.01","6","667"
"1979","Tim Raines","Expos","6","0","0","0","2",".000",".000",".000",".000","","0.4","0.0","19","0","0","0","0","0","0","0",".000","0.0","","0.00","0.32","0.00","0","1406"
"1979","Neil Allen","Mets","50","14","0","0","0",".000",".000",".000",".000","-100","0.0","-0.2","21","0","0","0","0","0","0","0",".000","-3.6","0.0","-0.27","0.00","0.00","14","1000154"
"1979","Bill Atkinson","Expos","10","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.02","0.00","0.00","1","1000350"
"1979","Doug Bair","Reds","65","8","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","29","0","0","0","0","0","0","0",".000","-2.1","0.0","-0.14","0.00","0.01","8","1000439"
"1979","Randy Bass","Expos","2","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","25","0","0","0","0","0","0","0",".000","-0.3","0.0","0.00","0.00","","1","1000648"
"1979","Joe Beckwith","Dodgers","17","6","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","24","0","0","0","0","0","0","1",".000","-1.5","0.0","-0.07","0.01","-0.02","5","1000758"
"1979","Doe Boyland","Pirates","4","3","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","24","0","0","0","0","0","0","0",".000","-0.8","","-0.21","0.00","0.00","3","1001284"
"1979","Larry Bradford","Braves","21","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","29","0","0","0","0","0","0","0",".000","-0.3","0.0","0.00","0.00","0.00","1","1001300"
"1979","Bobby Castillo","Dodgers","19","3","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.8","0.0","-0.01","0.00","-0.03","3","1002057"
"1979","Tom Chism","Orioles","6","3","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","24","0","0","0","0","0","0","0",".000","-0.8","0.0","-0.11","0.00","-0.01","3","1002197"
"1979","Ron Davis","Yankees","44","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","23","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.03","0.00","0.00","1","1003075"
"1979","Steve Davis","Cubs","3","4","0","1","0",".000",".000",".000",".000","-100","0.0","-0.1","25","0","0","0","0","0","0","0",".000","-1.1","0.0","-0.07","0.00","0.01","4","1003079"
"1979","Adrian Devine","Braves","40","7","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","27","0","0","0","0","0","0","0",".000","-1.9","0.0","-0.09","0.00","0.01","7","1003243"
"1979","Frank Duffy","Red Sox","6","3","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","32","0","0","0","0","0","0","0",".000","-0.8","0.0","-0.03","0.00","-0.06","3","1003532"
"1979","Rawly Eastwick","Phillies","51","7","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","28","0","0","0","0","0","0","0",".000","-1.8","0.0","-0.12","0.00","-0.04","7","1003648"
"1979","Joel Finch","Red Sox","15","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","22","0","0","0","0","0","0","0",".000","-0.3","0.0","0.00","0.00","","1","1004049"
"1979","George Frazier","Cardinals","25","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.08","0.00","0.00","1","1004308"
"1979","Woodie Fryman","Expos","44","7","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","39","0","0","0","0","0","0","0",".000","-1.8","0.0","-0.08","0.00","0.00","7","1004381"
"1979","Dave Geisel","Cubs","7","1","0","0","0",".000",".000",".000",".000","-100","0.0","0.0","24","0","0","0","0","0","0","0",".000","-0.3","0.0","-0.01","0.00","0.00","1","1004603"
"1979","Ed Glynn","Mets","46","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","26","0","0","0","0","0","0","0",".000","-1.0","0.0","-0.04","0.00","0.00","4","1004789"
"1979","Dan Graham","Twins","2","4","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","24","0","0","0","0","0","0","0",".000","-1.1","","-0.08","0.01","-0.05","4","1004928"
"1979","Brian Greer","Padres","4","3","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","20","0","0","0","0","0","0","0",".000","-0.8","0.0","-0.06","0.00","0.00","3","1005016"
"1979","Gary Hargis","Pirates","1","0","0","0","0",".000",".000",".000",".000","","0.0","0.0","22","0","0","0","0","0","0","0",".000","0.0","","","","","0","1005358"
"1979","Brian Harper","Angels","1","2","0","0","0",".000",".000",".000",".000","-100","0.0","-0.1","19","0","0","0","0","0","0","0",".000","-0.5","","-0.06","0.00","0.00","2","1005376"
